proto,service,state,duration,src_bytes,dst_bytes,packet_count,flow_rate,ttl,syn_flag,ack_flag,fin_flag,error_rate,connection_count,jitter,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,attack_cat
icmp,http,FIN,0.63781463531155,65.79908862555268,160.19235184501483,114.0,7.1977087199401435,95,0,1,0,0.85726634554957,4,0.4587603531010451,0.3066783155402249,0.7122682470019154,0.4361847259406549,0.49597449234811425,0.651052235565261,0.473139910042242,0.9924361091646817,0.6128083204186541,1.005482781317478,0.1066208881421267,0.8462958068101656,0.8810759520628993,0.8209976327186461,0.5944490633888495,0.13413525056440226,0.9129847309618206,0.5033622274215913,0.5220108153456672,1.0644714728761788,0.020815207834567136,0.9035703498023693,0.07989849663518793,0.7540483075560072,0.14291093403712748,0.10864367300064655,0.02255834698725208,0.6611650465304515,1.1403482503819506,1.0396030799276363,0.051978081900790694,0.03111593438872093,0.28867400630444096,0.28020277819422557,0.7274987766786504,0.7998467846272549,DoS
tcp,dns,ACC,0.40139195827668145,401.34843077391116,39.90115933852235,28.799999999999997,101.99552814826886,89,0,0,0,0.5721711866331071,5,0.9041420280279666,0.2516678853946193,0.2336549798438927,0.19557871048038197,0.720847959187992,0.056148035864300075,0.1006360093977183,0.7721065391492671,0.7976059759332946,0.5673026831765218,0.7250368100222819,0.3415848664138979,0.08666467920872338,0.7863863036976626,0.7959164503121976,0.025511938105761342,0.13524552542022839,0.49376313155707935,0.35081140041524883,0.5351141805779964,0.00837310426998539,0.461073421572234,0.47312595169064986,0.8664185619241054,0.2638594043826401,0.22766181181404418,0.09187571640518884,0.0144459229387841,0.7311587709203318,0.3699855463738788,1.0370625759946575,0.6546588643190486,0.3870472213772551,0.8621667135029424,0.9326646581677975,0.1387127067724924,Generic
tcp,dhcp,ACC,-0.5337951534506852,48.41791301479527,18.956147500742652,22.8,86.0273719675394,125,1,1,1,0.5982819874947,2,0.8707129382855434,0.8922660808964998,2.111010050706938,2.2532976861597365,0.7567600924027426,2.1268050951013966,1.1457789102259737,0.621013689515239,0.7822246778878224,1.1774057347117837,0.22252428618731437,0.11961746512143813,1.7142848634223173,0.11457979429584064,1.1466519440550202,0.06073608171961209,1.0024322079132693,1.4345751411529606,0.9465304709699437,0.04854983301423385,0.9599169696594216,1.0549841684711347,0.49261205075623893,1.3671340386784958,0.6222770942967666,0.9295008754469152,0.8748837415068543,1.3683424899363634,0.5580272540172323,1.4098049749935733,1.1648209580035473,0.0717252122586739,0.10765726099640018,0.22365109717018128,1.6823455950459931,2.045984513654785,Generic
icmp,ftp,FIN,0.7881530449786462,62.78927095174852,296.09522540861553,21.0,82.54622005685592,125,1,1,0,0.03319178729333094,8,1.0513249865682814,0.2121984406414721,0.9912037466140108,1.0093546301046699,0.24641734760538794,1.3126027914890626,0.04852765186339146,1.382650280533081,0.7981834227414062,1.202189507739593,1.1172803057005765,0.663682860899959,1.2190709862222897,0.2612285373954362,0.7893539109245026,0.10408376001508614,0.3531241615355808,1.1669249898130847,0.15734576760021485,1.4893859514935712,1.5807651725107945,1.2316750683227502,1.4156480264104037,0.8926252522700134,0.8900380612062853,0.9663370806733723,1.3310861768397566,0.09579549072419981,0.751335667839041,1.2883340963449572,1.4345231693641198,1.5889511783289492,1.1687867692483798,0.7727755456920373,0.999338833294904,1.2232304891706087,Analysis
udp,other,INT,2.7350219609064244,662.4961841624364,279.3132914650232,25.0,20.012667467009848,80,0,0,0,0.10688830852251918,20,0.3343107374953864,0.9630881250563008,1.332951228037539,0.1536819916828785,1.6391844586213657,0.2418449004849179,1.3293192527292108,0.07158150540869598,0.9615092703243767,0.12734498200759892,1.6342113736598984,1.2419162636356373,0.3842049050832729,0.7628652684125232,0.354705946794122,1.548995534201598,1.4361731606653176,0.7637110815379354,1.4279928665107002,0.5863279825512246,1.7336513980503767,0.02344608178299406,1.7184941410141428,0.026923544789208786,0.9727722202974742,0.058940261976712496,1.0609865354311492,0.46315230240731053,0.4096754585848006,0.953579980512982,0.42293648359397035,0.13047925906450017,0.3610813382563964,0.40714949874648715,1.128350304294757,0.2047687659084434,Backdoors
icmp,other,REQ,2.1470212207749144,34.05453087261627,252.56888151266975,19.0,18.30309583236397,37,0,1,0,0.08225501356221804,6,0.03724538995406845,0.6003735559670781,0.7580024707140657,0.7740498427677938,1.1037362074838852,2.2487102148515263,0.7166952718930767,0.4792444817898125,0.5895224020348047,2.014800809919627,0.9462911965759551,2.142600499792974,0.21319824052892278,1.9181902286077714,0.029176799292393276,1.877478824158704,0.5006564319254235,0.6860449509690706,1.214629320285559,0.5969846404612504,0.9935779628196196,1.4323635715667495,0.2434708159550418,0.9086733471769914,2.0977671755102967,1.9759995174155085,1.5158586644769063,1.138908920359342,1.2501726617901425,2.191125488048733,2.0903177746670267,0.1561312996672145,0.7108552594321367,1.902046562413378,1.5604145240614944,1.3399482383345336,Normal
tcp,ftp,RST,1.9510438030810566,393.3222160463119,59.44259258990568,26.4,63.643270098880215,107,0,0,0,0.9807186002342966,4,0.5366250322987418,0.30151311882136345,0.4119410571402235,1.0839343971899287,1.8952548929127753,0.8841504214335508,0.3552268442038576,1.0553959929724304,1.0651758201610546,1.3065908702810236,1.8366642706951324,0.12416200965653781,0.8803720794194733,1.58822872201253,2.0339977586797926,0.26344463382602373,0.9780491969243508,1.8614582029961062,0.260363415913334,0.8351703737984435,0.39627425043932674,0.09797573851486814,1.2517611362692749,1.955775417667701,0.558364548669035,2.0692259323790525,0.4203279412933931,1.9323354308185954,0.7532009505940238,1.2852247606639338,1.2891546194907448,0.17055633790537242,2.1028512752851016,1.6498950022333112,0.3188828020486273,1.0616245153745025,Generic
icmp,ssh,INT,0.5460809210040267,524.3575422667451,237.14504057870352,19.0,50.31221591112004,46,0,1,0,0.7509612497739161,2,0.25254990797385557,0.0823639642671941,1.7062970984641959,0.07294911971789765,1.9039988816305398,2.081654769245498,1.9098766229827602,1.4070713965075035,0.6157203387160598,1.3796798230087732,1.6935337022445105,1.192998194165467,1.101074896770858,1.7119793091865365,1.2917288205267927,0.693203578554905,1.7307579762948049,0.0399310065334433,0.8941403363470986,0.45224480291838787,0.9904878605593587,1.6915613559929716,0.2860237980764109,1.0341739856749386,1.468333934454317,0.3773942077470834,1.5491169616735254,1.1550410727865876,0.018188489013013027,0.6585102354838386,1.3469322994286468,1.1519246226986104,1.9216870344830759,1.657105645709416,0.11619745484391765,0.7873400425975562,Exploits
tcp,dns,FIN,1.7591170706930668,95.27620823573396,148.49527567575365,23.0,44.50365312872391,89,1,0,0,0.003645643114979835,3,0.29745417732800566,1.7897400139337067,0.9415388989578537,1.0245350883082267,0.8275426372727783,0.6448855394805421,1.8676246786431525,0.00996267738743356,0.9598811974690621,0.8778278205085398,1.8814963571034393,0.05515884475599109,0.4111293053133134,0.8757741013617568,1.5307467271051223,0.4749120356107386,0.47076622866660406,1.759963261464022,0.17657203203178615,1.0374034875233349,1.26760189171819,1.464179510737936,0.06570140026556365,0.4526466533415198,1.7441067051699037,1.2830085504414037,0.43799675692470674,0.7204095619483559,0.012751611840675808,1.979130009321968,1.8399997463128277,1.0350463380937853,0.22914642587113762,1.3730660619179826,1.0542337656502574,1.8870796408666206,Normal
tcp,ftp,CON,-0.5845434410239209,69.96458001690118,292.2189000669829,15.0,33.51682172649129,57,0,0,1,0.4507050130276934,5,0.042099793136673114,1.486487476914468,0.6097530297260807,1.247087222453419,0.8399795533364366,0.8963835796624715,0.591831336230427,0.009936290556076177,0.2688132842832934,1.3627726003897145,1.4623193489149287,1.2697965112091159,0.6265195060370866,1.4682517623423705,0.7351697816043299,1.4779077096849131,0.23808301706759036,1.1073766171104678,0.014215995214467307,0.6363953815619688,0.2117267974946373,0.1842829465705896,1.5287899079502478,1.2265647811355413,1.370045209680559,0.1525235364133212,0.155314827477803,0.19344098686834799,0.17254471859397877,0.8848593900159027,1.3783207493586682,0.3236571558264398,1.4429353644179124,0.9567529341234835,0.3529655238379913,0.2689575633668362,Exploits
