proto,service,state,duration,src_bytes,dst_bytes,packet_count,flow_rate,ttl,syn_flag,ack_flag,fin_flag,error_rate,connection_count,jitter,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,attack_cat
udp,other,FIN,2.3289061776656883,190.77814256893225,233.76976708051674,16.0,94.14777724035669,94,0,0,0,0.1455125926407778,2,0.2580604352110342,0.5967594891134004,1.255550360578993,0.9222994923994391,0.9206872686432209,1.0547942049804269,1.4369497682198669,1.489289833881365,1.346665219075755,2.0956449448154113,0.7061892007336682,0.20553265249128666,1.634934187734382,0.5484538109943614,2.046918147271575,0.9870078579412198,1.6772928531312512,2.2558792597775614,1.6969504177222998,2.3375369824637238,2.412682598518112,1.4350748317934412,2.45750132876883,0.6641617361388602,1.3872358904009194,0.031941461324768536,1.8596920311213234,2.19028073979555,0.048484878605818446,0.7981716946323911,0.06636518411521407,1.9467323613609457,1.4722219341292873,1.4064397698813111,2.239548424970662,1.4442457795174726,Normal
icmp,dns,INT,4.296257720990934,238.8893022103135,338.12063563477335,20.4,95.99745017353537,123,0,1,0,0.909476330601758,4,0.7112097596565669,0.9207086806361802,1.1109748555871066,0.5720945687140899,0.6754088180390638,1.0245118017559995,1.6259291679844716,0.14034808430942225,0.24334238214654372,0.6991961701546301,1.2303881757848865,0.21543096849462146,1.5045762158780835,0.36872433840556484,0.021970466582509354,0.30109242233595135,0.6604416840857626,0.11749274047689827,1.3078992030051906,0.465670469440882,0.34705613434846905,1.4592549769032406,0.7466559473537441,0.10637175551995605,1.182371636646636,1.2044584701366727,0.21987864086293227,0.2125328424889926,1.4153104329115505,1.5746679355236424,0.7702538639508978,1.5485524118813696,0.8835530504511692,1.0334122439534221,1.6265700608823235,1.6774606410823294,Generic
tcp,http,ACC,0.31916177423994097,51.56177273144529,50.81269969502685,15.6,79.71496000512073,53,1,0,0,0.20672631726173107,2,0.4675030416509314,1.0447407905624593,0.8432561514803574,1.0555093917089196,0.6655529812218451,0.8836975871308358,0.2908187550167384,0.4808339696753038,1.0434902157804895,0.8049277897207199,1.021864317847271,0.789251823705172,0.947359439038052,0.8704046840962133,0.38658229908084696,0.6306541470501565,1.0304083770384351,0.5954469171391019,0.7581444777495087,0.25427407990272366,0.9835548000136992,0.8462217512429001,0.39891401748588173,0.7754316415135222,0.3557445416991737,0.35150417858140337,0.11426201085447725,0.7167921487120849,0.7451378001707989,0.4528465335801103,0.7687686680039976,0.5404794297909171,0.060686574339554045,0.031881247793864254,0.23762083278614773,0.09189448150310894,Generic
udp,other,ACC,1.263955691539706,299.72199102851107,281.5853063362522,22.0,54.69396495687384,60,0,1,0,0.1839409198773615,6,0.22149452974478967,0.2861041160450917,1.9306100901641996,0.09354657241457635,0.004075972043917347,1.4461200731024768,1.5901142790638436,0.9391724767658043,0.3704089171862108,2.0211580608175552,2.215697299936651,1.445103129429758,1.973300538152461,1.3500233897798104,0.7219879429104926,0.8180485336380425,1.1759513536786284,0.18803453858282868,1.151209294789039,1.498173863664216,0.8822937447606285,1.9495302442103208,2.1048526447673184,0.6061674261583538,0.07277427610171451,1.2426279488361456,0.3421157267578945,0.1780382261886524,0.709017458110295,1.629511421312391,1.0350624368350099,0.2616155089638724,0.1795608098664479,1.8193974315614874,0.389401284254904,1.059734354741033,Normal
icmp,other,FIN,0.8934586841849896,41.23219302007239,152.8267350161725,21.0,41.37759324825754,75,0,0,1,0.046377433503583414,3,0.21077709666031724,0.051815190772628306,0.6598740140160573,1.011388149022955,0.033443886105247796,1.1434436106217598,0.4270047006420449,0.272648270848559,0.7378834924465617,0.07214804877939701,0.7723361808645173,1.0394393944490479,0.7671445092876633,0.8768474253824253,1.1361578144146443,0.6398916157486045,0.2294289775807364,0.6959977176657212,1.2473763445018553,0.4435844397878419,1.286269915448418,0.8357646522525559,0.5789054341433375,0.6361855648777278,0.5858392537923682,1.0683311742987123,0.4262240855305109,0.09009581385952177,0.12364574262346179,0.6226797912666256,0.24621602008466523,1.3269083614452188,0.011551281964487712,0.7172124963308243,1.077602139295232,0.7881493782065944,Normal
udp,smtp,INT,0.8904878632858861,769.0327093932902,158.17408364995725,28.0,74.41943103687633,45,0,1,0,0.009722827905930842,6,0.40703285334797223,0.18215732358831677,0.0884083902843853,0.46098467611052535,0.6744379993020585,0.3374527201407001,0.6441404420820311,0.19526502841100538,0.9978172061216006,0.04442907385517804,0.5149047753203776,0.1656419484475998,0.2999454748257424,0.9382595457747878,1.1201058775162362,1.118099824756087,0.40565427527301373,1.1819211027150214,0.1874314359419876,0.6592532928045255,1.1570374606131044,0.32171123297486354,0.18032127221605376,0.7844661659437565,0.2718433628250289,1.1900736735925155,0.14813913902879522,0.4934757481487627,0.07427920605369466,1.0483839987269363,0.35005735626520434,0.38475344010797596,0.31261398265708523,0.7931683311363051,0.5533888183188739,0.3036963113492832,Normal
udp,dhcp,RST,-0.3238271039681455,61.301327423410754,178.42108535855903,20.0,23.62527444095838,113,0,0,0,0.16070398425363985,8,0.16695763613015846,1.0063666136692972,1.7932655529552355,1.0298349541289138,2.3827715866815957,2.3772947581888935,2.6830075791247605,0.08167197789216288,0.045567324394615576,1.9646568081926608,1.7298415804702345,0.5742616637913929,1.30967849953414,1.820241977528211,1.9539718217583215,0.721681520230176,1.491974979573168,0.7439912533654769,2.727882941767202,1.052747950767247,2.813340210985047,0.19135214605842973,1.540028920527186,0.8202470891138925,0.7482819304670818,1.4791564304719151,0.9110735764746488,0.4641430743001267,0.05363583901548448,0.9620516195264163,0.7377066882922253,1.901597187252043,0.4122215100404991,0.2557869823287185,2.5620609591886225,1.8082028314301313,Normal
tcp,http,CON,4.7919605649084795,242.2156016569889,155.78211455110264,18.0,21.504979890264597,78,0,0,0,0.3786004804601354,4,0.8064697478750661,0.09507120331400377,0.21752612716898795,1.0707771385302172,0.3767255499703385,0.042853299492677854,0.837438403468441,0.5635693768783666,0.7077484455901005,0.041408467549028286,0.7777155548143379,0.27802308744532717,0.300132292392741,0.727663477252345,0.11459853714490068,1.056503905778378,0.7772805422232613,0.9085696333442699,1.0497085732320655,0.15975369361140543,0.06299681869610221,0.610503601848777,0.21476127034437634,0.48975886584739475,0.4977022393940989,0.9327277935258246,0.5846514976879579,0.21229305701599915,0.9524515931360641,1.015489469979366,0.1893132072598182,0.31489534588140655,0.8254672876272166,0.667546142951734,0.04058261467880282,0.8151262966010903,Exploits
tcp,other,RST,2.829758030289715,978.1120219165794,110.99405218425073,21.0,17.103066732033213,54,0,0,0,0.8648450984593873,3,0.5829779163956069,0.9381357716359086,0.3594006306178292,0.5453180815519251,1.3579234336493538,0.1296606686075697,1.089159932769607,0.46925326722324107,0.21847276645939184,0.05740078163315772,0.6087813108313612,0.9066518340009767,0.6683340183189086,1.1934399713235644,1.3292457478105548,0.5617573303242418,1.1051958483284254,1.1133386539656582,0.4310332527759086,0.9915060945585079,1.125078961491555,0.02732510729231809,0.500761295785803,0.85168329379208,0.17611066091996838,1.0363677759036065,0.21166885169997415,0.04694135093120492,0.10601027957659835,0.9029353105925608,0.3293014773648933,1.1586338471695399,0.8800142890989499,0.866667728884994,1.2854197163289491,0.31392463817304367,Exploits
icmp,dhcp,FIN,0.9340977496326018,28.180483898778604,267.3473236557419,27.599999999999998,78.99066700159875,74,0,0,1,0.45960576474586734,9,0.1980643970823328,0.5498365334164639,0.8701363279514736,1.190239040858132,1.099865387953465,0.17115150052194425,0.3789892406328903,0.7139662988593264,1.2049167635574909,0.6661462858045407,0.0851902804256172,0.843775877536355,0.6798660790149852,0.7922290587348848,0.6290437490623545,0.5195664905535006,0.07964575097755949,0.4038504693560564,1.0030815819053096,0.04760055809291451,0.8313780877191307,0.5418463902784616,0.5203208391776482,0.9530478521014321,0.30885046825067247,0.2735302675336157,0.49069519759223507,0.35142863418556836,1.0991013529366382,0.48653869811719885,1.0549548668370128,0.6511753220437182,0.6747250557083161,0.8973456868032922,0.5202813655084821,0.9550516105634869,Generic
