proto,service,state,duration,src_bytes,dst_bytes,packet_count,flow_rate,ttl,syn_flag,ack_flag,fin_flag,error_rate,connection_count,jitter,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,attack_cat
tcp,smtp,FIN,3.237083208968279,37.46862823079742,242.9634081176662,19.0,8.25000496971554,83,0,1,0,0.7710959415376373,7,1.2375550594407336,0.2253996926668935,0.6946525914829565,0.8944962217994947,0.3885173073930381,1.3541976559880124,1.3693356651941004,0.1980261744156322,1.1816655574826518,1.3466972340722558,0.7820389337105227,0.4523266440163947,0.8883832515231717,1.1398140802015633,0.5474761281087827,0.8302035314779748,0.07449775632896555,0.6411892748689118,1.139590869560626,0.0005311554415069184,1.210525230685771,1.1921047621791314,1.318136738523417,0.759235415257931,1.1696347213046334,0.5918865867816414,1.350567964954677,1.0238070214893018,0.0772166435466948,1.4110995662031394,1.0941647039686102,0.6363170103242146,1.4583296822392133,0.8519159683270792,1.3245784685168864,1.3660177009913197,Fuzzers
udp,ssh,RST,4.474339806500867,222.57815865474325,40.715804077561344,17.0,56.962439894305895,125,1,0,0,0.4362670015865525,7,0.4931611857571427,0.20185880126459885,0.3671148876369928,1.0265700293860678,0.07856754687899908,0.8768208381980056,0.4339843993546881,0.015040925978172835,0.31749946461619805,0.865802829487107,0.07614815579898228,0.969793471414938,0.6924762908391212,0.5162688265792323,0.7513821355616291,0.684264698573276,0.16751106252861617,0.5145570224196633,0.47996305634056274,0.7182614319929164,0.051423576057351914,0.2719739012963294,0.9515588733806907,0.5408641103778102,0.7200726416528196,0.5478169526438506,0.6472668007362973,0.47105552627341324,0.6502730741540861,1.0992384882623303,0.8734709506664232,1.0110370958777426,1.045519338681523,0.3305070717024631,0.14662199329532774,0.2592551026118486,Fuzzers
tcp,dns,RST,2.092644267502344,86.82167240145529,39.28137302262569,72.0,66.37034696625561,122,0,0,0,1.3616578580944618,9,0.8951010550153253,1.2566284528464253,1.4336517230218198,1.0927182130354847,0.5071072568124114,0.8847239341853448,0.4243377673588106,0.6825214126433183,0.7243966527001212,0.04416986360794988,1.1763848161184092,1.5028948830822393,1.3635203611784745,1.0196380898648623,0.47986049201343106,0.1962262010704178,0.2820755900108094,0.7761376687916561,0.2970640221219179,1.6754888460696,0.6778795800342904,0.5651801311309921,1.7014466147403913,0.5587063556180146,0.06932126002388417,0.8677516387801547,1.3235352213364893,1.2721715741303166,1.022679466532489,1.5027132511531647,0.07467751025305044,1.1922502657085647,0.5127727846880639,1.7239465160834586,0.6329603604548761,0.9621073564249691,DoS
tcp,dns,CON,4.8957603361575615,145.26435643858608,488.65493353868953,20.0,10.690220488046798,123,0,1,0,0.8869186576808604,5,1.0127435064758525,0.4535422405146485,0.564442037939521,0.12757249000429305,0.257327376787683,0.685887926628376,0.7874845056253844,0.9883353516347725,0.02872466719478123,0.08327556967906648,0.21523900128804835,0.4128532835151701,0.5937433409978037,0.6184144242490485,0.27588062835879007,1.0122663148447182,1.0225439644433987,0.24232253591487454,1.0978738513392479,0.5987328280470844,0.814110001655309,0.9257060117558318,0.9641449003842598,0.684691561306605,0.44105338171732866,0.7386667652781972,0.9296865456857938,0.2685190613619154,0.06718754672388859,0.18753792281050335,0.7780264372466392,0.8439298566720098,0.5479671822316623,0.7779098656226453,0.7596532748629008,0.7671683810012816,Fuzzers
icmp,dns,CON,4.4164741246826615,83.85315028087209,37.359233114279135,26.4,3.5844736096467713,62,1,1,1,0.3873853052527275,2,0.10681092046371687,1.129636959196439,0.954589730215631,0.607194968007653,0.5783947494956677,0.46610669754415146,1.0778075930870372,0.27621033754980706,1.251472280301859,1.261792835519729,0.5124858288047145,0.35286702859947916,0.8196860513204802,0.2708690143636858,0.10079622840339389,0.014345768006520387,0.25425015192575445,1.1964294547975278,0.8937187104491275,0.17287491239783467,0.47097814859325315,0.1672734630884338,0.5604718533304189,1.1079047950974803,0.5850456740702187,0.9263369372295047,1.278125468213499,0.01601366711553558,0.43706901747146953,0.621278042460051,0.5679764277582829,0.03665291295403816,1.1885591492004188,0.8168387703647993,0.07920358570598941,0.18879230637483388,Generic
udp,other,FIN,1.1752543112197116,124.0971088440187,137.65432415826155,138.0,13.098344589795419,101,0,0,0,1.3662632389519698,4,0.20191420585979014,2.1016981337290055,0.7239385017322291,0.8220621524654522,1.3020555066887962,2.6660254708172038,0.28916633813188014,2.2899867834741228,2.6254065844464805,1.511980407692461,0.5137822713982716,2.7356815610451037,2.258153176850551,0.8035074251751089,0.906414478616255,2.8453328930243096,0.45933774683397893,1.3656961652870077,1.6120628446292056,2.953908121771942,2.0953587045119955,2.6958177073644656,0.5644237112069902,1.9656109097228862,0.8195900437618429,2.7449030345105436,1.3797443127443232,2.2695205217681957,1.6498285282636271,2.910981533976163,0.5432263926977839,0.5276540759223688,2.267637183889445,0.328585354828378,0.3287648681437385,0.47091058820632736,DoS
icmp,dhcp,ACC,-2.463987474055044,372.7845747146371,253.816991615327,26.4,62.02318534667724,66,0,1,0,0.32761245695511254,6,0.6849849571633577,3.492469482308051,3.4895125908743596,3.7900122863145707,1.9114176152959164,2.8921075249933326,3.2184799513833866,3.6306117033599414,0.7404581187324792,2.2681316552905804,1.6820560939409517,2.842258498188195,2.3167525131806697,2.179419763353372,0.12495799355347807,2.2771259415137193,0.5024676818652694,1.6134659985569861,2.24778597586797,3.5455203716227706,2.5397082053704123,0.00043665962338472627,2.597147035207658,2.9546262210099257,2.9158504321399596,3.778346891370649,0.9843762344235955,3.416147225008138,1.6588332735077342,1.2693210265306265,2.0513641730844903,2.9329139075529795,2.7629492386919274,2.0035554174487165,3.8282959237552614,0.6533625672488168,Generic
tcp,other,INT,3.564767033307886,238.55418683051545,121.73704153294356,24.0,67.91583170534268,67,0,1,0,0.7646292406876992,27,0.3965233486842844,1.5958544275189137,0.4628797007269329,1.4243229600385547,1.3456818914186963,1.213825617253206,1.1254585720770989,1.5850712583096034,1.5665971232120361,1.366808477256623,1.8457563075272057,1.5060179859647573,1.8353433343602763,0.23664146094537075,1.2372456799885576,1.3213682923524324,0.17981883803218524,1.5928414990705084,1.88050776720369,1.3656081789293286,1.419181497990075,1.8313423795673665,0.09188688706164282,1.242006799647137,1.5705088369992677,1.4716874307050312,0.04262093102134401,0.6385865294611321,1.0155189748091458,1.8786921593665415,1.3409284094955258,0.13050835640073766,1.1566456382772232,1.182667079007629,1.039163671449536,1.4464552229161713,Backdoors
icmp,dhcp,REQ,2.7965071048650207,62.73703910482381,506.71003984022906,102.0,94.74695468179262,102,0,1,1,0.8165933165329962,3,0.401089498620679,0.6494498199587808,1.2349036310932748,0.5489061504197924,0.1447950998485218,0.5078235447226439,0.9278456761860364,1.099419167230085,1.0835767667772427,0.48862424932922754,0.13469256852017172,1.2180902730516325,0.26156381516001126,0.8305841739018921,0.7056045616482344,1.2134686607962915,0.5507001753237731,0.1881417104733386,0.21439544894211937,0.15626950568290293,0.007188089926529636,0.4835975795250264,0.7100188018500724,1.1021088932224163,0.6412051601524871,0.5826980136446075,0.16939650896402336,1.1326312330570334,0.8762809752245485,0.37933394032744416,1.175997161049716,0.7703221566038441,1.0205006049897654,0.4021723328227593,0.1856590676314162,0.0811479432739803,DoS
tcp,smtp,INT,-2.698499602640963,277.7278817429807,184.55314819539882,21.0,98.47116496783009,125,1,0,0,0.3644668958877223,18,0.49878971799226013,3.3737895440657724,3.930383720907352,1.0535308391448883,3.5419746010941124,0.7854750647158331,2.739903812352738,0.9081922707608244,4.30816716784173,2.8481437819601196,0.9487963498656257,4.171661438237142,2.16023435627721,1.6580449440684821,4.201831562478323,3.4102768059777615,2.3388447170087976,1.1470484557754481,0.14718973989429224,3.6459935059862016,0.6509237459676624,2.625827246291486,4.340293972148104,4.0328088718840736,1.5402707879514843,1.5013831669376345,3.9710315443282105,0.8162272200129612,2.480157246646718,1.434969437904655,2.649932394148433,1.048246162224838,3.241540083593836,0.5103516414348825,0.045869273981578806,0.3892041906288474,Backdoors
