duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,logged_in,label
995.1233297750238,tcp,ssh,REJ,14613.735052813588,11249.999387586968,72.31046420201847,65.78871738822346,0.034905654647101755,0.07969833659425049,0.8715230357565776,0.12847696424342236,0,normal
8.24777418584059,tcp,http,S0,101.14252805671927,38.79748778971571,409.34655476221025,281.5219520938394,0.8235435815453519,0.14129195341332154,0.8342526131687628,0.16574738683123724,0,dos
25.641976968415037,icmp,ftp,S0,205.54931855968314,39.55123079276082,254.61845048534462,232.7388031233417,0.8621497738146859,0.21270567113660138,0.8748584802848794,0.12514151971512055,0,dos
94.07884414188018,udp,ssh,SF,8667.509090755033,5290.185196686705,4.011418242181696,3.2140895565773753,0.1478876488488905,0.11631462592675536,0.6417183190091671,0.3582816809908329,1,normal
609.1041519201654,icmp,ftp,REJ,9989.40107051224,12923.537131804915,44.63474111715939,42.82831852016545,0.16145483108414446,0.011056223967848234,0.830411175505726,0.16958882449427404,1,normal
1158.7167028285553,tcp,ftp,S0,2501.867050536203,5451.265886449823,18.644916378220618,15.468073562475887,0.11322006380364932,0.015164295785482867,0.8091721814314901,0.19082781856850994,1,normal
741.3543781118808,udp,smtp,SF,9453.585172323561,16040.738128478904,66.94308307880435,60.74937462157483,0.040394310542223005,0.09315752116628188,0.5221382309530684,0.47786176904693156,1,normal
28.693684928004515,tcp,smtp,REJ,129.31891902816122,13.512873117440137,279.2543800407831,156.29694116747427,0.8144407779237852,0.19352672340421181,0.9919128972837209,0.008087102716279104,0,dos
88.49652049448142,icmp,ftp,REJ,136.02490356662088,20.761482727393375,480.07050323648974,431.5212065615742,0.7523109430262119,0.12551621165125665,0.9873034392352369,0.01269656076476311,0,dos
948.9924891110018,tcp,ssh,S0,16729.91656067871,17970.970417682973,21.229584262041595,13.744969086955471,0.12622347801619485,0.010695047329697763,0.7948966468431831,0.20510335315681694,1,normal
3.9062012171858362,tcp,ftp,S0,256.34546825308337,29.772220291167198,188.74789369824498,151.14623385551917,1.0469764243586348,0.020967122275571033,0.9498165429590505,0.05018345704094951,0,dos
680.5144005533239,icmp,ssh,REJ,10101.107809659201,17295.71324871295,84.91938778209618,49.735144088873895,0.07123095834770013,0.003495647684779484,0.9240022244050481,0.07599777559495191,1,normal
572.6809935694482,udp,smtp,REJ,12332.776226067957,19709.448246935248,65.92953016714524,63.283797515718405,0.03694593686725982,0.03948437780897882,0.7423193680115384,0.2576806319884616,1,normal
841.9731499491935,tcp,ssh,SF,19591.249718384326,3780.560475609073,36.31057003988121,29.716866241389738,0.060913956242639324,0.13456316597671397,0.8421504110428323,0.15784958895716772,1,normal
145.14339755778877,tcp,ssh,REJ,6537.628373554472,12690.17567868046,46.32450519397152,34.048172097516726,0.10056782187839035,0.11302917199413935,0.8387897160856613,0.16121028391433867,1,normal
1176.1345131497824,udp,ftp,REJ,8868.218476551585,14249.032930498046,35.99217359684575,34.20254072492918,0.05870783717763025,0.009387503063682917,0.8044628859203519,0.19553711407964813,1,normal
749.9046315557254,udp,dns,REJ,13008.207953306834,16588.92903446044,52.170728687031634,51.64534965586161,0.1705930752432209,0.1789837713132329,0.8153639735187531,0.18463602648124688,1,normal
1049.7963014530917,tcp,http,REJ,15477.066352901476,4862.586942105128,41.82337045089809,24.14020842132532,0.05140842996883259,0.043352679978904275,0.8553445402613248,0.14465545973867522,1,normal
1353.5287566279242,icmp,smtp,S0,16633.48362223874,17785.91023694621,40.09454822865301,35.26530719917377,0.19732488308523313,0.15262803207743986,0.6751921299459259,0.3248078700540741,0,normal
943.3821459399062,tcp,ftp,REJ,13090.096365918167,582.3363667638091,73.5524534116012,71.98971983431538,0.008516852102094116,0.007669210515435292,0.8675044776174488,0.13249552238255125,1,normal
1199.852801251203,udp,http,REJ,8007.804371840433,7795.06786229739,1.7236632495238935,1.2065381826129573,0.12312300110218699,0.1319376972711142,1.0897432840963488,-0.0897432840963488,1,normal
1147.5156269358924,udp,ftp,REJ,10480.067619244188,1895.5926388883727,72.46744306957375,59.80231290077335,0.20545553476992268,0.04009358425385881,1.0074245364552679,-0.0074245364552678605,1,normal
2.297241378642524,icmp,ftp,REJ,205.10113629385702,18.304451284409573,530.2165060553541,509.72553461816705,0.7265344389428974,0.0654276274557412,0.870442322832692,0.12955767716730804,0,dos
