duration,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,logged_in,label
1486.3430004593372,udp,smtp,S0,6773.730827568797,17456.94605530307,33.35595219272114,29.11259130746433,0.10500706154607425,0.07042509582133902,0.8794114150303307,0.12058858496966929,0,normal
919.7779866540861,udp,smtp,S0,14838.497675152554,19844.926816773106,18.298577986053445,18.165256845114772,0.05293239322721004,0.12021030145127641,0.8177983656753203,0.18220163432467973,1,normal
779.7373989084081,udp,dns,S0,18674.7886442792,19137.800031046856,59.596086135300986,32.398951604892744,0.12071493839136553,0.031966213278917986,0.654808832018061,0.34519116798193905,1,normal
1587.8745094932092,udp,ssh,S0,6006.170700665037,6860.100535304236,69.0518266403974,47.74627842283261,0.10440728479827674,0.04810464222486218,0.5834302913616035,0.4165697086383965,1,normal
715.6966550495756,icmp,smtp,REJ,8704.323375273641,7766.293911005395,17.12481700158166,14.247526660647837,0.12186132209154865,0.22178217664409464,0.9065364285431505,0.09346357145684947,1,normal
775.3912041375715,udp,dns,S0,1587.8642197038018,4588.720567551776,18.065601756164863,13.697438656809966,0.16084117780313567,0.02341062149181142,0.773670293254665,0.22632970674533504,1,normal
6.225809672642001,icmp,ftp,REJ,156.39115805435952,39.38217339182262,405.597026151389,305.3164947418744,0.8413100302448525,0.20686264707890448,0.8571831707201492,0.14281682927985084,0,dos
1001.5515122766943,tcp,smtp,S0,11779.947669225014,9943.689302677263,65.86610351564998,46.61756080354487,0.04935727697322758,0.19526523867181536,0.993395178654511,0.006604821345489009,1,normal
153.93306534328903,udp,smtp,REJ,10929.123857660592,12870.504412868293,17.192508921935932,12.168094447988253,0.09495218614547953,0.051090828874836736,0.9093495316618029,0.09065046833819712,1,normal
102.35335097215305,icmp,dns,S0,271.67233307318213,41.81043862515647,296.8389036471111,220.89722200726123,0.8263022943670246,0.008047489370641064,0.9208872746897906,0.07911272531020941,0,dos
457.92183201774355,tcp,ssh,REJ,1852.9320865320958,85.49447267181549,142.1695685087886,121.46452706697391,0.490352269112305,0.369755519731979,0.803816985435691,0.19618301456430898,0,probe
776.0506970744522,icmp,ssh,REJ,16358.291302091262,12416.261757595528,87.4231658164257,68.34318370864044,0.012525684862005103,0.16542137622480566,0.9113103412572102,0.08868965874278978,1,normal
338.1570086050281,icmp,dns,SF,5711.55804496337,6099.065102526107,15.117980790325943,11.178949297053906,0.04674008544092395,0.001954482743286662,0.8809442472289747,0.11905575277102531,1,normal
13.414346940552411,tcp,dns,REJ,152.16709638086414,19.867818086659103,301.36570992212506,278.43937154854035,1.0025139459757524,0.2707297775761882,0.7732191989915657,0.22678080100843434,0,dos
6.398793518731792,icmp,dns,S0,61.38168290711551,26.347217075196355,279.7857281056935,161.45252493772486,0.8449507403163198,0.016014561336282335,1.0429360898254254,-0.042936089825425405,0,dos
904.8895692662676,udp,http,SF,7505.956356375969,9691.621284674902,38.78787330334244,36.66111706092584,0.10177071729308614,0.11740456514301778,0.7898835766653486,0.21011642333465141,1,normal
975.402375805256,tcp,http,S0,5679.14154601148,6599.175366860013,6.236624927048864,5.962233375021251,0.14783751214183635,0.1773410498588219,1.0491550002103618,-0.04915500021036179,1,normal
36.197172929692215,tcp,http,S0,36.50189733548939,2.7485497374268504,498.34947744147973,450.85013154098755,0.8226492701523764,0.02355133547871328,0.8671335434518322,0.13286645654816776,0,dos
1186.7912756754756,icmp,ftp,REJ,5292.564346030272,2082.400580689259,43.72624090667611,32.69026740838942,0.02928713907444486,0.15199158592835962,0.6428973964071379,0.35710260359286206,1,normal
196.4528995207878,tcp,ftp,REJ,8009.562319965075,6558.636431478387,61.11440090264248,38.4144916357833,0.09204240214660213,0.10893142344528317,0.7586905425345417,0.2413094574654583,1,normal
1435.8393793991108,icmp,ssh,REJ,16942.415522438176,7065.474395967277,16.390456250476273,9.710165078924641,0.059709066588759935,0.08607757404102337,1.0246926972554518,-0.024692697255451757,1,normal
22.099091738329236,icmp,smtp,S0,224.67683168284333,26.430102789910507,259.398496803815,146.09779003220785,0.9384784844229647,0.0694432580145589,0.7736844393065775,0.2263155606934225,0,dos
704.9883682052315,icmp,ftp,REJ,19481.240082962544,8132.919951487048,34.81910805777343,29.153871650489197,0.05264244008339425,0.12422548031065872,0.7312606650999613,0.26873933490003865,1,normal
623.2192514076992,tcp,http,REJ,2333.661561029772,4507.266038341941,39.02148895297568,23.26682119371261,0.19482855994813464,0.12010817659370271,0.3877916269737604,0.6122083730262395,0,r2l
731.0406299116164,udp,smtp,SF,3100.725104877087,3861.2757852039385,73.91102654452223,57.00349049510726,0.2128596198349704,0.32981524287498515,0.2840387087077127,0.7159612912922872,0,r2l
979.3150673335791,udp,ftp,SF,4646.764318212977,8756.958759348618,66.79790915992479,45.50292407701229,0.17202359978023166,0.13338145621217137,0.6149904718391398,0.3850095281608602,1,normal
